chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
chr5	80730000	80735000	chr5	81515000	81520000	0,0,0	2.7557273	0.9828625	1.4090809	3.009247	3.0882711	3.3402994	1.1658152	6.015186
chr5	121540000	121545000	chr5	122690000	122695000	0,0,0	3.097796	0.9866349	1.5449725	1.8923415	2.4339042	2.6334763	1.3318188	4.3155575
chr5	36425000	36430000	chr5	36500000	36505000	0,0,0	2.1801302	0.90167093	1.5647776	0.59830433	0.72387946	1.7878499	0.2797153	2.319676
chr5	60455000	60460000	chr5	60625000	60630000	0,0,0	2.6671321	0.93733096	1.5989347	1.0928309	1.1871262	1.7987698	0.5173702	2.770175
chr5	81045000	81050000	chr5	81145000	81150000	0,0,0	6.394513	1.0	2.999858	2.7862558	3.5923352	3.533643	1.2054865	6.010315
chr5	115915000	115920000	chr5	116735000	116740000	0,0,0	2.5876737	0.96699333	1.4120026	1.6032423	1.6201267	1.9862951	0.6556043	3.4113994
chr5	108490000	108495000	chr5	108740000	108745000	0,0,0	2.346101	0.9298311	1.356307	0.96457046	1.2692959	1.7997295	0.526172	2.6571255
chr5	110880000	110885000	chr5	111240000	111245000	0,0,0	2.3315785	0.9549726	1.4054492	1.2298567	1.3095644	2.0075998	0.58845985	3.1008058
chr5	169525000	169530000	chr5	169845000	169850000	0,0,0	3.5334568	0.97413003	1.9217991	1.5753222	1.8172115	2.2547643	0.60828656	3.6550505
chr5	119070000	119075000	chr5	119775000	119780000	0,0,0	2.6453118	0.97429574	1.3912828	1.5295097	1.9473536	2.3019125	0.73546606	3.6614769
chr5	159850000	159855000	chr5	162855000	162860000	0,0,0	4.59973	0.99988854	2.5379646	4.0803046	4.335032	5.475672	1.6484349	9.102609
chr5	118630000	118635000	chr5	118735000	118740000	0,0,0	2.3525465	1.0	1.5135593	0.61802906	0.9593612	1.7268431	0.29775476	2.2762022
chr5	75895000	75900000	chr5	76070000	76075000	0,0,0	3.9711251	0.9817616	2.034907	1.5976937	2.2520256	2.5844672	0.63289005	4.004639
chr5	82555000	82560000	chr5	82825000	82830000	0,0,0	2.384954	0.9499552	1.3034619	1.2420623	1.5011458	1.8910925	0.83559555	2.995148
chr5	176085000	176090000	chr5	176235000	176240000	0,0,0	2.3845503	0.9647378	1.6657287	0.9105375	1.1204125	2.5359235	0.5289156	3.3452902
chr5	134785000	134790000	chr5	135165000	135170000	0,0,0	4.705745	1.0	2.8211427	1.6857984	1.8756225	2.8458276	0.86091655	4.344315
chr5	102010000	102015000	chr5	102370000	102375000	0,0,0	2.7046258	0.97313684	1.7250658	0.8676697	1.6132568	2.8461123	0.6958085	3.6173742
chr5	158710000	158715000	chr5	159410000	159415000	0,0,0	2.777664	0.9942817	1.6332538	2.0600915	2.2947173	3.3334322	1.0203037	5.1646247
chr5	133650000	133655000	chr5	133865000	133870000	0,0,0	2.3821518	0.96590084	1.4220433	1.2992691	1.4781991	2.223927	0.5333125	3.378833
chr5	171905000	171910000	chr5	172120000	172125000	0,0,0	7.7338996	0.9998609	4.5343328	2.650718	4.4155774	6.524975	1.2621136	8.881168
chr5	10280000	10285000	chr5	10350000	10355000	0,0,0	2.148669	0.90614307	1.6008223	0.43108726	0.7271412	1.9830403	0.22420074	2.366229
chr5	130205000	130210000	chr5	130435000	130440000	0,0,0	2.3652947	0.9271833	1.552527	0.7793567	1.0170687	1.9273196	0.5454495	2.6200812
chr5	115175000	115180000	chr5	115400000	115405000	0,0,0	3.3234606	0.9677367	2.1802833	1.1099572	1.2907437	2.4475522	0.4693693	3.434181
chr5	90520000	90525000	chr5	90670000	90675000	0,0,0	2.6880186	0.97174436	1.4986305	1.5752339	1.6783886	2.1666243	0.6656133	3.566832
chr5	39585000	39590000	chr5	40365000	40370000	0,0,0	2.9797063	0.98111606	1.5641042	1.8535607	2.0200996	2.322246	0.9627245	3.9698555
chr5	37290000	37295000	chr5	37340000	37345000	0,0,0	2.196117	0.9376753	1.4834156	0.9130246	0.950968	1.9641075	0.48269197	2.7756848
chr5	151920000	151925000	chr5	152520000	152525000	0,0,0	3.0100222	0.9786859	1.68597	1.5696199	1.8605156	2.453568	0.9029175	3.8487854
chr5	145915000	145920000	chr5	146565000	146570000	0,0,0	4.797694	0.9971955	2.41684	2.9311028	3.0915203	3.27171	1.3850462	5.8771343
chr5	162890000	162895000	chr5	162930000	162935000	0,0,0	2.6576467	1.0	1.7099595	0.8454968	0.88459814	1.5948517	0.3627937	2.3464043
chr5	124385000	124390000	chr5	124620000	124625000	0,0,0	2.4789445	0.93694556	1.7437577	0.7059057	0.9278895	2.1365712	0.34070274	2.7640429
chr5	38445000	38450000	chr5	38550000	38555000	0,0,0	2.702364	0.93535835	1.6749558	0.8386196	1.2078861	1.9937409	0.4299927	2.7391806
chr5	93250000	93255000	chr5	94120000	94125000	0,0,0	2.391493	0.9589857	1.2693384	2.1617193	2.5727582	3.0617998	1.012074	4.983328
chr5	16160000	16165000	chr5	16450000	16455000	0,0,0	4.884356	0.99462956	2.3220708	2.466745	3.0513687	3.0347214	1.099814	5.2273836
chr5	123990000	123995000	chr5	124660000	124665000	0,0,0	2.8147047	0.9808894	1.7256099	1.3674661	1.709141	2.7423944	0.9904117	3.95792
chr5	157500000	157505000	chr5	157595000	157600000	0,0,0	2.0901113	1.0	1.4625092	0.5597881	0.66156834	1.5090435	0.24953726	2.0066328
chr5	141070000	141075000	chr5	141340000	141345000	0,0,0	4.5681305	0.99864763	2.8756683	2.04399	2.8025267	4.789699	0.95705616	6.606579
chr5	34510000	34515000	chr5	34665000	34670000	0,0,0	2.5192862	0.92417604	1.6892716	0.86457807	0.895662	1.8110948	0.46665636	2.5796087
chr6	275000	280000	chr6	540000	545000	0,0,0	1.9260187	0.9455449	1.3242741	0.929476	0.9561718	2.0844793	0.45812094	2.9106803
chr6	139690000	139695000	chr6	140760000	140765000	0,0,0	3.9498026	0.9956079	2.421796	1.7749356	2.393871	3.850797	0.93778825	5.4285173
chr6	100565000	100570000	chr6	100925000	100930000	0,0,0	6.0232863	0.99991983	3.3398604	3.4731784	4.8294744	6.345278	1.8968585	9.432548
chr6	51720000	51725000	chr6	51880000	51885000	0,0,0	2.7444127	1.0	1.753444	0.73582923	1.0588177	1.8747153	0.32461005	2.5287857
chr6	120065000	120070000	chr6	120685000	120690000	0,0,0	2.7222455	0.9698312	1.734835	1.2461727	1.361277	2.3936017	0.9654213	3.5013108
chr6	161160000	161165000	chr6	161335000	161340000	0,0,0	2.7415354	1.0	1.6715428	0.94427645	1.1185813	1.7691187	0.38110155	2.6084754
chr6	159585000	159590000	chr6	160875000	160880000	0,0,0	4.0729847	0.99202913	1.8157313	2.4025674	2.983334	2.6968443	1.0156428	4.83246
chr6	90995000	91000000	chr6	91185000	91190000	0,0,0	4.062846	0.983565	2.2315087	1.4793179	2.1541476	2.793818	0.56089205	4.108767
chr6	151770000	151775000	chr6	152590000	152595000	0,0,0	2.7823825	0.9927047	1.4807351	2.3387482	2.4277291	2.8421464	0.7732645	4.9210334
chr6	129915000	129920000	chr6	131160000	131165000	0,0,0	3.646978	0.9913687	1.6978052	1.9693326	2.9844317	3.0023384	1.0629625	4.7528563
chr6	131200000	131205000	chr6	131645000	131650000	0,0,0	3.0724337	0.9720812	1.5533053	1.4981728	2.01577	2.247117	0.81946707	3.5788262
chr6	113450000	113455000	chr6	114180000	114185000	0,0,0	2.296945	0.9890248	1.5727379	1.2476757	1.5992558	3.4035401	0.6026534	4.512585
chr6	18990000	18995000	chr6	19865000	19870000	0,0,0	2.3923151	0.99152744	1.3970966	1.896261	2.1533372	3.08585	0.9864672	4.771415
chr6	129500000	129505000	chr6	129655000	129660000	0,0,0	2.624523	0.932093	1.388005	1.1085417	1.425913	1.7045252	0.42099434	2.6898956
chr6	26325000	26330000	chr6	26555000	26560000	0,0,0	4.9608727	0.9989161	3.5588837	1.623698	2.203178	5.384574	0.63555723	6.827861
chr6	85495000	85500000	chr6	85835000	85840000	0,0,0	2.5431156	0.9301274	1.5906296	0.82670736	1.1441026	1.9265066	0.43823195	2.6613576
chr6	107345000	107350000	chr6	107805000	107810000	0,0,0	3.1665697	1.0	1.8592094	1.1516863	1.2737036	1.8433533	0.5974774	2.8670745
chr6	7895000	7900000	chr6	8055000	8060000	0,0,0	2.4530106	1.0	1.6042315	0.6880847	0.9055321	1.6996182	0.27607864	2.311249
chr6	3000000	3005000	chr6	3050000	3055000	0,0,0	2.691014	0.9683483	1.7513174	0.91194	1.4282376	2.6427088	0.65808403	3.4533222
chr6	125625000	125630000	chr6	127440000	127445000	0,0,0	2.8460116	0.9733693	1.7129729	1.200355	1.6554322	2.5590854	0.64533037	3.6260676
chr6	168465000	168470000	chr6	168760000	168765000	0,0,0	2.6585429	1.0	1.5269474	1.1180428	1.1905566	1.6368504	0.52053046	2.6306663
chr6	37865000	37870000	chr6	38045000	38050000	0,0,0	3.2629914	1.0	1.8053124	1.1345288	1.5550225	2.0319815	0.45408326	3.0404513
chr6	122175000	122180000	chr6	122510000	122515000	0,0,0	2.595517	0.93967265	1.5995963	1.0151148	1.1761179	1.9059364	0.59963566	2.8082604
chr6	71230000	71235000	chr6	71590000	71595000	0,0,0	3.7675023	0.98549795	1.744935	2.342732	2.3801234	2.1514754	0.9691977	4.233904
chr6	153550000	153555000	chr6	153830000	153835000	0,0,0	3.16305	0.9786068	1.6336086	1.7361367	2.0369735	2.3018494	0.59733975	3.845082
chr6	138745000	138750000	chr6	138825000	138830000	0,0,0	2.765256	1.0	1.9277391	0.6478445	0.8861294	1.981109	0.37166375	2.5569708
chr6	150265000	150270000	chr6	150340000	150345000	0,0,0	9.235359	0.99992436	2.2126966	7.432654	7.560033	2.8839545	2.373758	9.490758
chr6	70935000	70940000	chr6	71595000	71600000	0,0,0	3.243169	0.9890522	1.8927859	1.8446797	2.0151305	2.8753698	1.1597643	4.515085
chr6	164005000	164010000	chr6	164370000	164375000	0,0,0	2.63924	0.96350384	1.7383194	1.123075	1.2043887	2.312602	0.64294994	3.310891
chr6	63525000	63530000	chr6	63980000	63985000	0,0,0	4.3650603	1.0	1.9865208	2.0651846	2.592598	2.422133	0.80821913	4.2578526
chr6	45165000	45170000	chr6	45290000	45295000	0,0,0	2.924684	0.9507605	1.5775586	1.4036596	1.4654421	1.7636738	0.47021616	3.0113711
chr6	101905000	101910000	chr6	103425000	103430000	0,0,0	3.7163556	0.99345857	1.6189474	2.8942986	2.9885716	2.4574127	1.6593076	5.0301223
chr6	28230000	28235000	chr6	28315000	28320000	0,0,0	1.8570873	0.90987164	1.4659507	0.42263758	0.58072764	2.031092	0.21672355	2.4067698
chr6	55310000	55315000	chr6	55750000	55755000	0,0,0	3.389722	0.9986216	1.6270005	2.912319	3.8963761	3.9987607	1.3466136	6.5874887
chr6	119470000	119475000	chr6	120060000	120065000	0,0,0	3.4998932	0.9857443	2.1634762	1.6450022	1.7138076	2.7888138	0.79534787	4.251038
chr6	54580000	54585000	chr6	54720000	54725000	0,0,0	2.434634	0.91629374	1.4947865	0.93200856	1.0302925	1.6522465	0.37482968	2.4806986
chr6	30655000	30660000	chr6	31055000	31060000	0,0,0	2.4636679	0.95568	1.564491	1.0866114	1.2340322	2.1507666	0.62833107	3.1166432
chr6	106180000	106185000	chr6	106665000	106670000	0,0,0	3.709081	0.9978759	1.7401748	3.314209	3.4480846	3.2091079	1.2729731	6.1550717
chr6	31865000	31870000	chr6	31920000	31925000	0,0,0	2.2397828	0.953188	1.4613527	1.0683701	1.128574	2.1122713	0.48619488	3.0619335
chr6	30715000	30720000	chr6	30835000	30840000	0,0,0	2.2857473	0.9299117	1.4760615	0.8693226	1.0366622	1.8855433	0.45609382	2.6582747
chr6	26200000	26205000	chr6	27105000	27110000	0,0,0	5.125234	0.99876106	3.4041665	2.0611541	2.4818034	4.8620424	1.4214884	6.694179
chr6	34130000	34135000	chr6	34575000	34580000	0,0,0	3.437935	0.9855091	2.1860945	1.078236	1.870184	3.2762396	0.5303141	4.2346716
chr6	73120000	73125000	chr6	73890000	73895000	0,0,0	5.3135595	0.9999433	2.558399	5.6122556	7.2181835	7.3842764	1.9021107	12.372949
chr6	42630000	42635000	chr6	42695000	42700000	0,0,0	2.2056074	0.94014454	1.4101217	0.805312	1.1843351	2.1002817	0.39996767	2.8161147
chr6	168425000	168430000	chr6	168545000	168550000	0,0,0	2.0858622	0.90085846	1.5998979	0.44915468	0.6168618	1.912198	0.21582916	2.3114467
chr6	138025000	138030000	chr6	138265000	138270000	0,0,0	2.7135637	0.98014563	1.9024003	0.97401935	1.3438092	3.0539417	0.59076715	3.9197366
chr6	11595000	11600000	chr6	12600000	12605000	0,0,0	3.923094	0.9992006	2.569365	2.44412	2.6234934	4.9598517	1.4378009	7.1324024
chr6	67635000	67640000	chr6	69345000	69350000	0,0,0	4.15837	0.9975612	1.8639349	3.323653	3.5255115	3.0625296	1.2919205	6.0168877
chr6	37015000	37020000	chr6	37135000	37140000	0,0,0	3.7287512	0.9969424	2.3566892	1.7035713	2.477591	4.276434	1.0789725	5.7907195
chr6	141450000	141455000	chr6	141850000	141855000	0,0,0	2.1367521	0.94787395	1.2976933	1.0914614	1.2669746	1.9842093	0.59992987	2.9543972
chr6	112505000	112510000	chr6	114195000	114200000	0,0,0	3.3279834	0.9983843	1.8159466	2.88478	3.1213608	3.8644147	1.4387352	6.4286637
chr6	97515000	97520000	chr6	99290000	99295000	0,0,0	4.600238	0.9973212	2.0441399	2.3302355	3.9771943	3.8516722	1.3864992	5.9229927
chr6	133145000	133150000	chr6	134235000	134240000	0,0,0	3.5168433	0.9934933	2.0251014	1.7984827	2.4380846	3.4367964	0.8008098	5.0354476
chr6	147830000	147835000	chr6	148660000	148665000	0,0,0	2.224463	0.9688299	1.4516844	1.0818933	1.3418821	2.5069706	0.6201953	3.468654
chr6	3270000	3275000	chr6	3980000	3985000	0,0,0	3.8135827	0.997369	2.6639357	1.6619475	1.9674308	4.463709	0.79596204	5.9409957
chr6	98775000	98780000	chr6	98940000	98945000	0,0,0	2.5133502	1.0	1.374574	1.124108	1.1991359	1.4885081	0.49478662	2.4877152
chr6	29360000	29365000	chr6	29555000	29560000	0,0,0	2.44945	0.96004844	1.4765663	1.2607882	1.3682024	2.0997212	0.70223135	3.220422
chr6	98945000	98950000	chr6	99290000	99295000	0,0,0	2.49311	0.93424344	1.6205395	0.8039851	1.086613	2.0074248	0.43868935	2.7220783
chr6	133495000	133500000	chr6	133875000	133880000	0,0,0	2.599714	0.97022855	1.7646462	0.96919537	1.279361	2.6530626	0.52257675	3.5145695
chr6	139690000	139695000	chr6	140020000	140025000	0,0,0	3.5547512	0.97561795	1.9389123	1.3505795	1.9627723	2.513778	0.7174885	3.7142932
chr6	107435000	107440000	chr6	107815000	107820000	0,0,0	2.6284537	0.96367925	1.7922024	0.8294617	1.2335571	2.5784106	0.41046908	3.3157098
chr6	46385000	46390000	chr6	46595000	46600000	0,0,0	3.2156956	0.9743674	1.9967345	1.2865607	1.5270326	2.5206609	0.65102094	3.6642702
chr6	85125000	85130000	chr6	86035000	86040000	0,0,0	3.6500719	0.9938695	2.2875226	1.9649036	1.9893185	3.3484218	1.084757	5.0950027
chr6	125190000	125195000	chr6	125625000	125630000	0,0,0	3.5389829	0.9754177	2.1555414	1.0312684	1.7480752	2.7894278	0.63407207	3.706111
chr6	73125000	73130000	chr6	73835000	73840000	0,0,0	3.992286	0.99896836	1.8870798	4.0398393	5.5602245	5.608961	1.6754757	9.199929
chr6	95875000	95880000	chr6	96370000	96375000	0,0,0	4.1659913	0.9955595	2.0083566	2.577092	3.0955772	3.1268046	1.1483002	5.417553
chr6	55845000	55850000	chr6	56155000	56160000	0,0,0	6.097197	0.9995514	3.4003925	2.6212802	4.0178947	5.3802257	1.1938684	7.7102523
chr6	132850000	132855000	chr6	133085000	133090000	0,0,0	3.1396077	0.978584	2.1085665	0.91563445	1.5146314	3.0301168	0.4769174	3.8440144
chr6	76005000	76010000	chr6	76225000	76230000	0,0,0	3.590546	0.9974998	2.2423313	2.079423	2.475821	4.1436353	1.2617978	5.992011
chr6	34955000	34960000	chr6	35110000	35115000	0,0,0	2.9905355	0.9811024	1.8172253	1.3910391	1.7376901	2.7326539	0.9213389	3.969133
chr6	16510000	16515000	chr6	16735000	16740000	0,0,0	2.416566	0.93624145	1.4907421	0.95543325	1.170241	1.9036632	0.5223704	2.752937
chr6	82725000	82730000	chr6	82885000	82890000	0,0,0	2.5710158	1.0	1.5736471	0.8585832	0.93634206	1.4898249	0.37776124	2.25301
chr6	111800000	111805000	chr6	111925000	111930000	0,0,0	2.1144404	0.92758924	1.3991876	0.74504167	1.0152719	1.963413	0.41492438	2.6256723
chr6	126105000	126110000	chr6	126295000	126300000	0,0,0	4.056328	1.0	3.095096	0.71374774	0.9226218	2.8211608	0.30824295	3.4556031
chr6	107995000	108000000	chr6	108165000	108170000	0,0,0	3.7024875	0.9782294	2.1601896	1.3976876	1.7924235	2.5852032	0.67676574	3.8275924
chr6	82965000	82970000	chr6	83300000	83305000	0,0,0	3.076432	0.97257227	1.806052	1.4689527	1.586098	2.290839	0.80945086	3.5965745
chr6	20930000	20935000	chr6	21745000	21750000	0,0,0	4.0408134	0.9954306	1.8505737	2.364895	3.3815475	3.2867978	0.8279947	5.388927
chr6	55310000	55315000	chr6	55650000	55655000	0,0,0	4.1229625	0.99629307	1.4426268	3.4418468	3.9655507	2.5387135	1.2425117	5.598133
chr6	28690000	28695000	chr6	28775000	28780000	0,0,0	2.5599325	0.95146906	1.7980938	0.58214664	1.115961	2.5084038	0.27219313	3.0258675
chr6	62520000	62525000	chr6	62870000	62875000	0,0,0	2.7949421	0.9781448	1.6118929	1.5145891	1.7716272	2.4774117	0.7715489	3.823713
chr6	121375000	121380000	chr6	122510000	122515000	0,0,0	2.9321742	0.991391	1.5635589	2.2098525	2.3632584	2.7911258	1.3457928	4.7554393
chr6	155000000	155005000	chr6	155495000	155500000	0,0,0	3.6679173	1.0	2.197213	1.1182525	1.7125275	2.6319005	0.57642734	3.625903
chr6	23460000	23465000	chr6	24195000	24200000	0,0,0	3.375013	0.9930739	1.4908488	2.864093	2.9058502	2.4271097	1.1196406	4.97297
chr6	19330000	19335000	chr6	19840000	19845000	0,0,0	3.1560369	0.9882832	1.591253	2.0125756	2.438943	2.6582365	0.6728856	4.4471927
chr6	67640000	67645000	chr6	69045000	69050000	0,0,0	3.926125	0.9981998	1.9543954	3.2673373	3.3260295	3.416209	1.8829883	6.3205085
chr6	9840000	9845000	chr6	10425000	10430000	0,0,0	2.7803674	0.9538717	1.6190056	1.1224344	1.4467808	2.0789287	0.50369596	3.076648
chr6	55305000	55310000	chr6	55820000	55825000	0,0,0	4.275883	0.99945736	2.5564694	2.6426241	3.4035082	5.1708765	1.0152928	7.5198755
chr6	157735000	157740000	chr6	158090000	158095000	0,0,0	4.3951354	0.9877365	2.5719454	1.4567566	2.1245363	3.1066902	1.2601161	4.401585
chr6	54115000	54120000	chr6	55105000	55110000	0,0,0	3.0095985	0.9931183	1.7637955	1.4693141	2.4859512	3.6733437	0.7618512	4.9794006
chr6	125190000	125195000	chr6	125435000	125440000	0,0,0	4.6978493	0.9946534	2.238824	2.7725403	2.8926868	2.7673538	0.95469254	5.231834
chr6	13795000	13800000	chr6	14065000	14070000	0,0,0	2.313245	0.9529152	1.7392718	0.59588873	0.8868984	2.526443	0.3784926	3.0561218
chr6	2035000	2040000	chr6	2445000	2450000	0,0,0	2.3852727	0.9472052	1.5301025	0.810043	1.2428569	2.2216086	0.42107153	2.941647
chr6	147830000	147835000	chr6	148120000	148125000	0,0,0	2.3044665	0.94007033	1.364517	1.0582037	1.2648604	1.8742504	0.3953047	2.8148758
chr6	69355000	69360000	chr6	69665000	69670000	0,0,0	4.1472955	1.0	2.4263656	1.3905089	1.5595015	2.2416053	0.7304551	3.4776132
chr6	50780000	50785000	chr6	51825000	51830000	0,0,0	3.6106079	0.9974874	2.005249	3.558033	3.9227881	5.0446076	1.744264	8.207304
chr6	70925000	70930000	chr6	71255000	71260000	0,0,0	3.0847635	1.0	1.9644185	0.9037024	0.9561336	1.677831	0.5069019	2.481122
chr6	17830000	17835000	chr6	18130000	18135000	0,0,0	2.3825758	0.9491254	1.3594607	1.2928706	1.3521585	1.8294822	0.4928893	2.9787004
chr6	70925000	70930000	chr6	71020000	71025000	0,0,0	2.0474563	1.0	1.4135411	0.4549482	0.68978566	1.4916782	0.27847943	1.8960766
chr6	47060000	47065000	chr6	47275000	47280000	0,0,0	3.774579	0.99194133	2.3497808	1.5128269	2.0873108	3.4767694	0.6409859	4.8215046
chr6	32380000	32385000	chr6	32755000	32760000	0,0,0	4.4044595	0.99969673	2.916076	2.0570674	3.2492635	6.273228	0.927137	8.101732
chr6	138025000	138030000	chr6	138425000	138430000	0,0,0	3.0740829	0.9596088	1.9323798	0.8241189	1.4504216	2.4769266	0.56151617	3.2094767
chr6	41335000	41340000	chr6	41655000	41660000	0,0,0	4.702275	0.99950707	3.0766323	2.1146033	3.056656	5.73628	1.3159487	7.615927
chr6	29705000	29710000	chr6	29800000	29805000	0,0,0	3.7604315	0.9924164	2.1400423	1.5331665	2.5205996	3.5194588	0.942	4.8822737
chr6	8535000	8540000	chr6	9420000	9425000	0,0,0	3.3187215	0.9942886	1.4738078	2.7955582	3.0893183	2.68089	1.0805718	5.1658306
chr6	26060000	26065000	chr6	26095000	26100000	0,0,0	2.485932	0.96397054	1.5299228	0.8730885	1.5606622	2.5476842	0.37532976	3.323763
chr6	42040000	42045000	chr6	42515000	42520000	0,0,0	2.975973	0.9606175	1.6388786	1.3111348	1.6153238	2.0693152	0.5979738	3.2347684
chr6	163840000	163845000	chr6	164385000	164390000	0,0,0	5.3543096	0.9987013	3.6097298	1.2418929	2.7630997	5.5431433	0.70978427	6.647048
chr6	34425000	34430000	chr6	35110000	35115000	0,0,0	4.052756	0.9945661	1.7188488	3.09519	3.1455064	2.4643507	1.2827812	5.215631
chr6	150155000	150160000	chr6	150335000	150340000	0,0,0	3.1743798	1.0	2.1679766	0.9216255	1.022159	2.174419	0.52019155	2.9936416
chr6	124140000	124145000	chr6	125120000	125125000	0,0,0	2.9240334	0.98512405	1.7412708	2.1529324	2.82942	4.266223	1.2830688	6.1799407
chr6	52600000	52605000	chr6	53340000	53345000	0,0,0	3.5390384	0.98261654	1.9550997	1.68102	1.9935756	2.558417	0.81847966	4.052657
chr6	26605000	26610000	chr6	27055000	27060000	0,0,0	3.6935074	0.99839526	2.3312478	2.2936897	2.5618498	4.3966327	1.0329123	6.435468
chr6	69945000	69950000	chr6	70425000	70430000	0,0,0	3.0790136	0.9840298	1.4292601	2.0588694	2.4344354	2.3073568	0.8634629	4.137463
chr6	39945000	39950000	chr6	40270000	40275000	0,0,0	2.8531384	0.9743083	1.8514466	1.1048956	1.4563949	2.679839	0.80388236	3.6619682
chr6	16330000	16335000	chr6	16970000	16975000	0,0,0	2.1833456	0.9421742	1.5515232	0.5663045	1.0057836	2.3472338	0.33515996	2.8506155
chr6	112655000	112660000	chr6	114230000	114235000	0,0,0	3.2771842	0.995065	2.1904073	2.1862712	2.764968	5.5024967	1.4474396	7.445849
chr6	122805000	122810000	chr6	123155000	123160000	0,0,0	3.473007	1.0	2.2802389	1.0919553	1.2264451	2.3322847	0.699917	3.3029115
chr6	20290000	20295000	chr6	20525000	20530000	0,0,0	3.6024125	1.0	2.3452716	0.8539267	1.3246764	2.453388	0.42093787	3.212434
chr6	40860000	40865000	chr6	40990000	40995000	0,0,0	3.0937066	0.95681727	1.7481294	1.1837121	1.5438643	2.0904524	0.5951355	3.142641
chr6	146485000	146490000	chr6	147020000	147025000	0,0,0	2.6356745	0.98731565	1.3595759	1.5935031	2.5075438	2.9513903	0.7410918	4.3678374
chr6	108440000	108445000	chr6	109205000	109210000	0,0,0	2.1389413	0.9541934	1.4275953	0.8200909	1.192339	2.3546772	0.5388853	3.083647
chr6	52020000	52025000	chr6	52255000	52260000	0,0,0	2.8289137	1.0	1.7900246	0.71041566	0.9438047	1.6323495	0.35904044	2.26383
chr6	32090000	32095000	chr6	32130000	32135000	0,0,0	1.9508784	0.9327167	1.3454329	0.7767174	0.92048466	2.008708	0.40162712	2.6991234
chr6	123735000	123740000	chr6	124030000	124035000	0,0,0	3.6336343	0.99214065	2.2121863	1.852695	2.0360467	3.1997142	1.0682547	4.8465543
chr6	150400000	150405000	chr6	150655000	150660000	0,0,0	3.0771863	0.993139	2.051472	1.3825847	1.9036834	3.7534595	0.67197686	4.982424
chr6	138435000	138440000	chr6	138730000	138735000	0,0,0	3.137031	0.97757334	2.0947735	1.1644868	1.3893597	2.7627985	0.7037333	3.7978978
chr6	159590000	159595000	chr6	160075000	160080000	0,0,0	4.9619417	0.9991186	2.5975091	3.037604	3.718936	4.3346562	1.5393902	7.0347486
chr6	147710000	147715000	chr6	148485000	148490000	0,0,0	3.2106738	0.9971089	1.7509555	2.2728894	3.0169609	3.826363	1.4593124	5.8467093
chr6	2445000	2450000	chr6	2630000	2635000	0,0,0	1.9399266	0.9265482	1.3292012	0.74170685	0.91370356	1.952101	0.37717423	2.611396
chr6	69345000	69350000	chr6	69485000	69490000	0,0,0	3.8654406	1.0	2.1667035	1.5026724	1.8347747	2.4304614	0.7630689	3.76617
chr6	48050000	48055000	chr6	48735000	48740000	0,0,0	3.197226	0.99093986	1.4237475	2.5801659	2.7872205	2.4108782	1.3936422	4.704359
chr6	139690000	139695000	chr6	140180000	140185000	0,0,0	3.0778344	0.9761963	1.9690285	1.3680246	1.4202733	2.5222785	0.86217135	3.7383006
chr6	19025000	19030000	chr6	19315000	19320000	0,0,0	2.574561	0.94740313	1.4254836	1.1702585	1.4689208	1.9051743	0.5268624	2.945404
chr6	165855000	165860000	chr6	166260000	166265000	0,0,0	4.697798	0.9966573	2.5959666	1.914843	3.0284004	3.9994855	0.93941253	5.7015676
chr6	84315000	84320000	chr6	84565000	84570000	0,0,0	2.8525064	0.9503387	1.7290357	1.1488224	1.2735274	1.9816661	0.4841152	3.0028417
chr6	111360000	111365000	chr6	112360000	112365000	0,0,0	2.4852045	0.9652411	1.6512964	1.0449561	1.2389803	2.4308176	0.42954254	3.3596675
chr6	123045000	123050000	chr6	123160000	123165000	0,0,0	4.209091	1.0	2.5806096	1.0437071	1.6533974	2.6705394	0.5928759	3.598279
chr6	116605000	116610000	chr6	116850000	116855000	0,0,0	4.3846564	0.9985332	2.2538126	2.8206346	3.5446324	4.01811	1.1741456	6.5253406
chr6	42880000	42885000	chr6	43460000	43465000	0,0,0	4.2841997	1.0	2.2313251	1.6002082	1.9984277	2.3154051	0.8814093	3.7378123
chr6	159120000	159125000	chr6	159390000	159395000	0,0,0	3.6678786	0.9949113	2.551121	1.5108708	1.7570508	3.93829	0.72516364	5.2812862
chr6	9670000	9675000	chr6	10425000	10430000	0,0,0	3.8450308	0.9925091	1.7034606	2.547723	2.985731	2.6299386	1.1288595	4.8945813
chr6	168550000	168555000	chr6	169285000	169290000	0,0,0	2.5243022	0.9456716	1.6554089	0.72538763	1.2040114	2.2682219	0.45881763	2.9130108
chr6	74230000	74235000	chr6	74290000	74295000	0,0,0	1.7624562	0.9071521	1.2973765	0.4289167	0.76563036	1.9957801	0.4212	2.3770394
chr6	109235000	109240000	chr6	109395000	109400000	0,0,0	2.724939	1.0	1.8111204	0.8089043	0.94844806	1.8628927	0.43580458	2.5819187
chr6	46050000	46055000	chr6	46380000	46385000	0,0,0	3.249616	0.9796819	1.4366102	2.0853555	2.3541882	2.0429993	0.82751286	3.8966486
